Name_1,Mod,Nc,Q,C,Fn,f1,mag1_1,f2,mu02,f3,mag3,f4,mu04,f5,mag5,mstar,dmean,type,t_1,incl,Dist,__T_,__F_
NGC3359,_dbar,2,5,BAR,ferrer2,,,,,,,0.074,19.519,,,10.259,18.809,Sc,5.2,47.16,,6.5,1.0
NGC3447,_dbar,2,5,BAR,ferrer2,,,,,,,0.051,22.06,,,9.433,20.1,Sm,8.8,64.1,20.1,8.5,0.75
NGC3488,_dbar,2,5,BAR,ferrer2,,,,,,,0.027,19.147,,,10.296,48.4,SBc,5.2,63.88,48.4,5.5,0.38
NGC3489,_bdbar,3,5,BAR,ferrer2,,,,,,,0.095,18.372,,,10.135,9.576,S0-a,-1.2,63.72,9.6,-2.0,0.75
NGC3504,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.164,19.489,,,10.404,20.05,Sab,2.1,26.15,20.1,1.0,0.75
NGC3507,_bdbar,3,5,BAR,ferrer2,,,,,,,0.052,20.82,,,10.127,15.8,SBb,3.1,31.88,15.8,3.0,0.75
NGC3583,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.066,18.933,,,10.718,30.8,SBb,3.1,58.69,30.8,2.2,0.5
NGC3599,_bdbar,3,5,BAR,ferrer2,,,,,,,0.114,20.906,,,10.036,19.657,S0,-2.0,28.32,19.7,-2.5,0.0
NGC3626,_bdbar,3,5,BAR,ferrer2,,,,,,,0.135,19.99,,,10.586,23.15,S0-a,-0.9,55.93,,-0.5,0.38
NGC3637,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.155,19.549,,,10.519,28.2,S0,-1.9,33.53,,-1.5,1.0
NGC3654,_dbarf,2,5,BAR,ferrer2,,,,,,,0.086,19.17,,,10.052,39.05,Sbc,4.0,57.08,39.1,7.0,1.0
NGC3664,_dbarf,2,5,BAR,ferrer2,,,,,,,0.087,21.293,,,9.531,24.4,SBm,9.0,57.15,24.4,9.0,1.0
NGC3673,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.049,20.884,,,10.505,24.786,Sb,3.2,50.57,24.8,2.0,0.75
NGC3681,_bdbar,3,5,BAR,ferrer2,,,,,,,0.113,18.762,,,10.273,24.2,Sbc,4.0,15.25,24.2,1.0,0.5
NGC3683A,_dbar,2,5,BAR,ferrer2,,,,,,,0.021,19.382,,,10.467,40.814,SBc,5.1,44.36,40.8,4.0,0.5
NGC3684,_bdbar,3,5,BAR,ferrer2,,,,,,,0.047,20.561,,,10.181,23.814,Sbc,4.0,50.79,23.8,5.0,0.5
NGC3686,_bdbar,3,5,BAR,ferrer2,,,,,,,0.021,20.79,,,10.264,18.612,SBbc,4.1,42.03,18.6,4.0,0.62
NGC3691,_dbar,2,5,BAR,ferrer2,,,,,,,0.492,21.083,,,9.811,28.275,SBb,3.0,47.38,28.3,9.5,1.0
NGC3729,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.033,19.959,,,10.233,20.183,Sa,1.2,46.88,20.2,0.0,1.0
NGC3738,_dbar,2,5,BAR,ferrer2,,,,,,,0.127,21.107,,,8.4,3.633,I,9.8,50.0,3.6,,
NGC3782,_dbarf,2,5,BAR,ferrer2,,,,,,,0.046,20.547,,,9.17,14.633,Scd,6.5,60.29,14.6,9.0,1.0
NGC3795A,_dbar,2,5,BAR,ferrer2,,,,,,,0.062,22.499,,,9.477,23.067,Sc,6.4,43.98,,8.0,0.5
NGC3870,_dbar,2,5,BAR,ferrer2,,,,,,,0.304,18.09,,,9.325,16.9,S0,-2.0,50.67,16.9,-2.0,1.0
NGC3887,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.03,20.284,,,10.476,19.3,Sbc,3.9,39.38,19.3,4.0,0.75
NGC3930,_bdbar,3,5,BAR,ferrer2,,,,,,,0.027,23.505,,,9.621,17.6,SABc,5.2,43.02,17.6,7.0,0.5
NGC3941,_bdbarn,4,5,BAR,ferrer2,,,,,,,0.113,18.848,,,10.494,14.175,S0,-2.0,58.02,14.2,-2.0,1.0
NGC3953,_bdbar,3,5,BAR,ferrer2,,,,,,,0.054,19.732,,,10.987,18.445,Sbc,4.0,62.14,,3.2,1.0
NGC3985,_dbar,2,5,BAR,ferrer2,,,,,,,0.119,19.041,,,9.313,12.85,SBm,8.8,55.64,12.9,9.0,0.75
NGC3992,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.05,20.561,,,11.104,24.878,Sbc,4.0,47.36,,2.0,1.0
NGC4027,_dbarf,2,5,BAR,ferrer2,,,,,,,0.045,18.213,,,10.594,25.6,SBd,7.8,42.34,,8.0,1.0
NGC4037,_dbarn,3,5,BAR,ferrer2,,,,,,,0.076,21.888,,,9.691,17.2,Sb,2.9,21.97,17.2,3.5,0.5
NGC4045,_bdbar,3,5,BAR,ferrer2,,,,,,,0.244,19.983,,,10.611,30.944,SABa,1.3,55.93,17.0,2.0,0.5
NGC4051,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.047,20.711,,,10.359,14.575,SABb,4.0,30.22,14.6,3.0,0.5
NGC4067,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.095,18.827,,,10.385,41.15,Sb,3.1,45.52,17.0,2.0,1.0
NGC4102,_bdbar,3,5,BAR,ferrer2,,,,,,,0.186,17.64,,,10.554,20.381,SABb,3.1,58.23,20.4,2.0,0.38
NGC4116,_dbarf,2,5,BAR,ferrer2,,,,,,,0.043,20.245,,,9.979,21.171,SBcd,7.4,63.73,17.0,7.5,1.0
NGC4123,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.052,21.101,,,10.294,21.933,Sc,5.0,44.26,17.0,2.5,1.0
NGC4133,_bdbar,3,5,BAR,ferrer2,,,,,,,0.165,19.305,,,9.764,15.9,SABb,3.0,51.3,,1.5,1.0
NGC4136,_bdbar,3,5,BAR,ferrer2,,,,,,,0.017,21.805,,,9.463,9.7,Sc,5.2,22.02,17.0,4.0,0.25
NGC4142,_dbar,2,5,BAR,ferrer2,,,,,,,0.048,22.544,,,9.365,26.05,SBcd,6.5,60.23,26.1,8.5,0.88
NGC4145,_dbar,2,5,BAR,ferrer2,,,,,,,0.046,20.798,,,10.178,18.458,Scd,6.9,64.3,18.5,7.0,0.62
NGC4152,_dbarn,3,5,BAR,ferrer2,,,,,,,0.055,18.539,,,10.348,33.514,SABc,5.0,50.63,32.0,5.0,0.5
NGC4189,_dbarn,3,5,BAR,ferrer2,,,,,,,0.023,18.841,,,10.491,30.411,Sc,6.0,35.94,32.0,4.0,0.75
NGC4204,_dbar,2,5,BAR,ferrer2,,,,,,,0.151,21.605,,,8.755,7.9,SBd,8.0,0.0,17.0,8.0,1.0
NGC4214,_dbar,2,5,BAR,ferrer2,,,,,,,0.118,20.969,,,9.076,3.401,I,9.8,43.69,,10.0,0.5
NGC4234,_dbarf,2,5,BAR,ferrer2,,,,,,,0.018,18.797,,,10.071,32.9,Sm,8.8,17.17,32.0,8.5,1.0
NGC4245,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.119,20.162,,,9.801,9.7,S0-a,0.1,56.13,17.0,-1.0,1.0
NGC4262,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.119,18.589,,,10.377,20.51,E-S0,-2.7,34.29,17.0,-2.5,1.0
NGC4267,_bdbar,3,5,BAR,ferrer2,,,,,,,0.04,20.019,,,10.456,16.73,E-S0,-2.7,57.55,17.0,-3.0,0.5
NGC4273,_dbarn,3,5,BAR,ferrer2,,,,,,,0.122,18.339,,,10.652,35.189,Sc,5.2,26.86,32.0,5.0,0.62
NGC4288,_dbarf,2,5,BAR,ferrer2,,,,,,,0.069,21.048,,,9.294,14.833,SBcd,7.0,42.14,14.8,8.5,1.0
NGC4293,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.147,19.846,,,10.418,14.32,S0-a,0.3,59.44,,0.0,1.0
NGC4314,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.249,19.649,,,10.14,9.7,Sa,1.0,16.22,17.0,1.0,1.0
NGC4369,_dbar,2,5,BAR,ferrer2,,,,,,,0.186,18.069,,,10.228,21.6,Sa,1.0,18.92,21.6,0.0,1.0
NGC4370,_dbar,2,5,BAR,ferrer2,,,,,,,0.252,16.959,,,10.459,31.7,Sa,0.9,53.23,23.0,-2.5,
NGC4384,_dbar,2,5,BAR,ferrer2,,,,,,,0.075,18.993,,,10.016,36.6,Sa,1.0,41.81,36.6,8.0,1.0
NGC4389,_dbarf,2,5,BAR,ferrer2,,,,,,,0.177,19.211,,,9.844,15.05,SBbc,4.1,50.02,15.1,1.0,1.0
NGC4390,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.016,21.227,,,9.78,25.34,SABc,5.0,43.29,23.0,5.0,0.5
NGC4394,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.118,19.932,,,10.44,16.8,SBb,3.0,16.55,17.0,0.0,1.0
NGC4411A,_dbar,2,5,BAR,ferrer2,,,,,,,0.027,21.665,,,9.245,16.8,Sc,5.4,54.42,16.8,6.5,1.0
NGC4412,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.031,20.321,,,10.382,35.6,SBb,3.1,26.8,17.0,3.5,0.75
NGC4413,_dbarn,3,5,BAR,ferrer2,,,,,,,0.102,19.045,,,9.745,16.675,Sab,2.0,48.24,17.0,4.0,1.0
NGC4424,_dbar,2,5,BAR,ferrer2,,,,,,,0.174,18.371,,,9.929,15.95,SBa,1.0,64.99,23.0,0.0,1.0
NGC4430,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.033,20.361,,,9.802,17.0,Sb,3.4,43.86,23.0,8.0,0.75
NGC4448,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.13,18.634,,,10.848,26.533,SBab,1.8,52.51,17.0,0.5,1.0
NGC4449,_dbarn,3,5,BAR,ferrer2,,,,,,,0.16,19.724,,,9.278,3.693,IB,9.8,63.45,,10.0,1.0
NGC4450,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.084,19.744,,,10.718,16.542,Sab,2.4,48.75,,0.5,0.5
NGC4454,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.059,20.943,,,10.658,35.7,S0-a,0.0,25.37,35.7,0.0,0.5
NGC4487,_dbar,2,5,BAR,ferrer2,,,,,,,0.036,20.05,,,10.131,20.04,Sc,6.0,58.18,20.0,7.0,1.0
NGC4496A,_dbar,2,5,BAR,ferrer2,,,,,,,0.04,21.006,,,9.839,15.606,SBd,7.6,38.5,15.6,7.0,1.0
NGC4498,_dbarf,2,5,BAR,ferrer2,,,,,,,0.079,19.937,,,9.741,17.958,Sc,6.4,57.34,17.0,7.0,1.0
NGC4502,_dbarf,2,5,BAR,ferrer2,,,,,,,0.004,24.146,,,9.403,30.9,Sc,5.8,60.23,17.0,9.5,0.75
NGC4504,_dbarn,3,5,BAR,ferrer2,,,,,,,0.019,21.251,,,10.153,21.814,SABc,6.0,52.93,21.8,5.0,0.5
NGC4519,_dbarf,2,5,BAR,ferrer2,,,,,,,0.081,19.995,,,10.191,28.411,Scd,6.9,41.09,17.0,6.5,0.75
NGC4523,_dbar,2,5,BAR,ferrer2,,,,,,,0.046,22.647,,,9.092,16.8,Sm,9.1,25.12,17.0,9.0,0.75
NGC4525,_dbarnf,3,5,BAR,ferrer2,,,,,,,0.023,21.607,,,9.448,15.687,SBc,5.9,60.6,17.0,6.5,1.0
NGC4535,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.015,20.914,,,10.695,16.958,Sc,5.0,23.8,17.0,5.0,0.5
NGC4540,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.019,20.976,,,9.877,16.8,SABc,6.2,34.21,17.0,9.0,0.5
NGC4548,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.114,20.084,,,10.696,16.196,Sb,3.1,36.85,17.0,1.5,1.0
NGC4559,_ndbar,3,5,BAR,ferrer2,,,,,,,0.022,20.172,,,10.004,9.29,Sc,6.0,64.76,,6.0,0.75
NGC4561,_dbar,2,5,BAR,ferrer2,,,,,,,0.112,20.826,,,9.065,12.3,SBcd,7.2,35.15,17.0,7.0,1.0
NGC4579,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.111,18.823,,,11.098,19.583,SABb,2.9,41.86,,1.0,1.0
NGC4591,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.019,17.821,,,10.392,48.067,Sb,3.3,59.85,17.0,1.5,0.5
NGC4593,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.142,20.279,,,10.932,33.933,Sb,3.0,33.05,33.9,1.0,1.0
NGC4595,_dbar,2,5,BAR,ferrer2,,,,,,,0.015,20.624,,,9.54,16.289,SABb,3.8,52.75,17.0,7.5,0.25
NGC4596,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.153,19.704,,,10.682,16.8,S0-a,-0.9,36.67,17.0,-0.5,1.0
NGC4606,_bdbar,3,5,BAR,ferrer2,,,,,,,0.105,21.834,,,9.809,17.08,SBa,0.6,62.65,17.0,-2.5,0.0
NGC4639,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.072,20.094,,,10.317,22.356,Sbc,3.5,51.02,17.0,2.0,0.75
NGC4643,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.214,19.175,,,11.028,25.7,S0-a,-0.6,42.92,17.0,-1.5,1.0
NGC4654,_dbar,2,5,BAR,ferrer2,,,,,,,0.045,17.826,,,10.485,16.362,Sc,5.9,59.76,,6.0,1.0
NGC4658,_dbarf,2,5,BAR,ferrer2,,,,,,,0.034,17.255,,,10.228,31.78,Sbc,4.0,53.53,31.8,7.0,1.0
NGC4680,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.03,18.51,,,10.375,36.625,S0-a,0.0,63.55,36.6,3.0,0.38
NGC4688,_dbarf,2,5,BAR,ferrer2,,,,,,,0.031,21.639,,,9.667,17.1,Sc,6.0,23.68,17.0,8.0,1.0
NGC4691,_dbar,2,5,BAR,ferrer2,,,,,,,0.287,18.036,,,10.479,22.5,S0-a,0.3,38.75,22.5,0.0,1.0
NGC4713,_dbarn,3,5,BAR,ferrer2,,,,,,,0.017,20.782,,,9.836,16.367,Scd,6.8,23.77,17.0,5.5,0.62
NGC4725,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.064,20.947,,,10.881,13.637,SABa,2.2,45.39,17.0,1.0,0.5
NGC4733,_bdbar,3,5,BAR,ferrer2,,,,,,,0.03,21.043,,,9.973,16.933,E,-3.8,27.64,17.0,-1.0,1.0
NGC4779,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.087,20.385,,,10.448,40.84,SBc,4.6,46.46,17.0,3.0,1.0
NGC4897,_bdbar,3,5,BAR,ferrer2,,,,,,,0.186,20.219,,,10.564,44.967,Sbc,4.0,38.26,45.0,3.0,0.62
NGC4900,_dbar,2,5,BAR,ferrer2,,,,,,,0.04,18.557,,,10.362,24.714,SBc,5.2,18.98,17.0,6.0,1.0
NGC4902,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.073,19.197,,,11.051,39.2,Sb,3.0,26.61,39.2,2.5,1.0
NGC4941,_bdbarn,4,5,BAR,ferrer2,,,,,,,0.307,21.115,,,10.355,18.22,SABa,2.1,36.6,18.2,0.0,0.0
NGC4942,_dbarnf,3,5,BAR,ferrer2,,,,,,,0.015,21.429,,,9.905,32.56,SABc,6.9,43.98,32.6,5.0,0.25
NGC4948A,_dbarf,2,5,BAR,ferrer2,,,,,,,0.031,22.009,,,9.447,26.2,SBd,7.7,49.74,26.2,9.0,1.0
NGC4984,_bdbar,3,5,BAR,ferrer2,,,,,,,0.246,20.035,,,10.691,21.3,S0-a,-0.8,47.06,21.3,0.0,0.5
NGC4995,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.041,19.462,,,10.754,28.911,SABb,3.1,54.64,28.9,2.0,0.5
NGC5068,_ndbar,3,5,BAR,ferrer2,,,,,,,0.04,20.489,,,9.739,6.075,Sc,6.0,26.95,,7.0,1.0
NGC5101,_bdbar,3,5,BAR,ferrer2,,,,,,,0.171,19.794,,,11.111,27.4,S0-a,0.2,22.26,27.4,0.0,1.0
NGC5117,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.153,22.014,,,10.118,39.55,SBc,5.7,62.55,37.5,6.5,0.5
NGC5134,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.144,20.127,,,9.899,10.889,SABb,2.9,58.66,10.9,1.0,0.62
NGC5147,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.01,21.265,,,9.938,21.6,SBd,7.9,25.16,21.6,5.5,0.88
NGC5218,_dbarn,3,5,BAR,ferrer2,,,,,,,0.275,18.735,,,10.845,51.42,SBb,3.0,51.15,51.4,1.0,1.0
NGC5236,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.048,19.174,,,11.037,6.96,Sc,5.0,14.08,7.0,5.0,0.5
NGC5300,_dbarn,3,5,BAR,ferrer2,,,,,,,0.009,20.478,,,10.088,21.623,SABc,5.2,50.83,21.6,5.0,0.25
NGC5334,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.01,21.542,,,10.409,32.62,Sc,5.2,44.79,32.6,6.0,1.0
NGC5347,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.085,20.633,,,9.903,27.3,Sab,2.0,45.29,27.3,1.0,0.88
NGC5350,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.044,19.632,,,10.561,31.263,Sbc,3.6,54.15,31.3,2.7,1.0
NGC5355,_bdbar,3,5,BAR,ferrer2,,,,,,,0.118,21.077,,,10.142,37.65,S0,-2.1,62.67,,-3.5,0.5
NGC5375,_bdbarfn,4,5,BAR,ferrer2,,,,,,,0.134,20.044,,,10.715,41.92,SBab,2.4,44.8,41.9,1.5,1.0
NGC5430,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.178,19.114,,,10.721,39.883,SBb,3.1,50.25,39.9,3.0,1.0
NGC5448,_bdbar,3,5,BAR,ferrer2,,,,,,,0.36,20.762,,,10.768,36.3,Sa,1.4,64.42,36.3,1.0,0.5
NGC5473,_bdbar,3,5,BAR,ferrer2,,,,,,,0.073,19.588,,,10.819,33.4,E-S0,-2.7,47.94,33.4,-3.0,0.75
NGC5534,_bdbar,3,5,BAR,ferrer2,,,,,,,0.235,19.674,,,10.259,31.8,Sab,2.1,26.33,31.8,1.0,0.88
NGC5569,_dbar,2,5,BAR,ferrer2,,,,,,,0.066,21.644,,,9.006,17.4,SABc,5.8,39.38,17.4,9.0,0.75
NGC5597,_dbar,2,5,BAR,ferrer2,,,,,,,0.207,16.047,,,10.596,38.6,Sc,6.0,39.98,38.6,6.5,1.0
NGC5600,_dbar,2,5,BAR,ferrer2,,,,,,,0.079,17.835,,,11.299,87.84,Sc,4.8,10.53,87.8,8.0,1.0
NGC5645,_dbar,2,5,BAR,ferrer2,,,,,,,0.113,19.868,,,9.86,22.2,SBcd,6.6,58.57,22.2,8.0,1.0
NGC5661,_dbar,2,5,BAR,ferrer2,,,,,,,0.117,17.029,,,10.059,48.567,Sb,3.2,60.66,48.6,6.0,1.0
NGC5669,_dbar,2,5,BAR,ferrer2,,,,,,,0.067,20.007,,,10.162,24.963,SABc,6.0,56.75,25.0,7.0,1.0
NGC5691,_dbarf,2,5,BAR,ferrer2,,,,,,,0.084,18.32,,,10.173,30.2,SABa,1.2,43.95,30.2,8.0,1.0
NGC5701,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.223,20.088,,,10.695,26.1,S0-a,-0.4,40.6,26.1,0.0,0.75
NGC5713,_bdbar,3,5,BAR,ferrer2,,,,,,,0.243,18.995,,,10.567,23.8,SABb,4.0,48.17,23.8,9.0,0.75
NGC5728,_bdbar,3,5,BAR,ferrer2,,,,,,,0.348,20.428,,,10.849,30.567,Sa,1.2,59.09,30.6,0.0,0.88
NGC5740,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.038,20.091,,,10.456,28.988,SABb,3.0,63.91,,2.0,0.62
NGC5757,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.128,18.936,,,10.742,39.5,Sb,3.1,50.6,39.5,1.7,1.0
NGC5768,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.027,19.309,,,10.098,28.825,Sc,5.3,41.72,28.8,4.5,0.5
NGC5781,_dbarf,2,5,BAR,ferrer2,,,,,,,0.176,18.056,,,10.096,31.875,SBb,2.8,60.67,31.9,1.0,1.0
NGC5806,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.008,21.507,,,10.585,25.541,Sb,3.2,60.39,25.5,2.0,0.5
NGC5850,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.134,20.631,,,10.775,23.15,Sb,3.1,46.92,23.2,1.5,1.0
NGC5866B,_dbar,2,5,BAR,ferrer2,,,,,,,0.078,22.25,,,9.111,17.7,SABd,7.9,50.78,17.7,11.0,0.75
NGC5885,_dbarn,3,5,BAR,ferrer2,,,,,,,0.015,19.935,,,10.45,29.12,SABc,5.0,33.32,,5.0,0.75
NGC5892,_dbar,2,5,BAR,ferrer2,,,,,,,0.03,19.937,,,10.321,31.24,SABc,7.0,39.15,31.2,6.0,1.0
NGC5915,_dbarf,2,5,BAR,ferrer2,,,,,,,0.33,18.282,,,10.2,27.6,SBb,2.7,44.28,27.6,7.5,0.0
NGC5921,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.056,20.243,,,10.411,19.933,Sbc,4.0,49.45,19.9,3.0,1.0
NGC5950,_dbar,2,5,BAR,ferrer2,,,,,,,0.122,19.668,,,9.93,38.375,Sb,3.1,63.38,,5.5,1.0
NGC5964,_dbar,2,5,BAR,ferrer2,,,,,,,0.078,20.829,,,10.262,26.567,SBcd,6.9,42.02,26.6,6.0,1.0
NGC5970,_dbarn,3,5,BAR,ferrer2,,,,,,,0.098,19.135,,,10.585,30.811,SBc,5.0,47.68,,5.0,0.88
NGC6012,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.211,19.98,,,10.036,21.85,SBab,1.7,46.9,21.9,2.0,1.0
NGC6140,_dbar,2,5,BAR,ferrer2,,,,,,,0.068,20.512,,,9.854,18.6,Sc,5.6,32.25,18.6,7.0,1.0
NGC6217,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.106,19.752,,,10.451,23.9,Sbc,4.0,44.78,,3.0,1.0
NGC6236,_dbar,2,5,BAR,ferrer2,,,,,,,0.026,21.604,,,9.62,24.925,SABc,5.9,55.18,24.9,8.0,1.0
NGC6267,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.028,20.654,,,10.504,53.95,Sc,4.8,41.47,54.0,3.0,0.88
NGC6339,_dbar,2,5,BAR,ferrer2,,,,,,,0.111,19.605,,,10.062,30.538,Sc,6.3,52.01,30.5,6.0,1.0
NGC6412,_dbarn,3,5,BAR,ferrer2,,,,,,,0.032,19.615,,,10.117,23.5,SABc,5.2,31.11,23.5,6.0,0.88
NGC6889,_dbarn,3,5,BAR,ferrer2,,,,,,,0.042,20.212,,,9.944,34.8,SBbc,3.7,53.11,34.8,3.5,0.75
NGC6923,_bdbar,3,5,BAR,ferrer2,,,,,,,0.081,19.153,,,10.755,36.19,SBb,3.1,64.47,,3.5,0.38
NGC7051,_dbarn,3,5,BAR,ferrer2,,,,,,,0.3,18.218,,,10.251,27.375,Sa,0.9,45.53,27.4,3.0,0.5
NGC7070,_dbar,2,5,BAR,ferrer2,,,,,,,0.031,19.056,,,10.191,30.3,Sc,6.0,30.81,30.3,5.0,0.88
NGC7079,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.049,19.921,,,10.642,31.8,S0,-1.8,61.88,31.8,-2.0,0.75
NGC7140,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.069,21.538,,,10.704,37.4,SABb,3.8,48.94,,2.5,0.75
NGC7154,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.082,19.99,,,9.967,28.35,I,9.5,34.52,28.4,8.0,1.0
NGC7162A,_dbarf,2,5,BAR,ferrer2,,,,,,,0.024,22.0,,,9.812,30.314,Sm,8.9,49.57,30.3,7.5,1.0
NGC7179,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.051,20.983,,,10.602,45.9,SBbc,3.7,63.76,45.9,0.0,0.88
NGC7280,_bdbar,3,5,BAR,ferrer2,,,,,,,0.081,19.661,,,10.189,23.06,S0-a,-1.3,58.65,,-3.0,0.5
NGC7371,_bdbar,3,5,BAR,ferrer2,,,,,,,0.038,20.1,,,10.456,31.2,S0-a,0.0,25.22,31.2,2.0,0.38
NGC7418,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.014,20.16,,,10.373,19.85,Sc,5.8,39.86,19.9,5.0,0.5
NGC7418A,_dbarn,3,5,BAR,ferrer2,,,,,,,0.186,20.06,,,9.229,25.4,Scd,6.5,61.15,25.4,2.5,0.38
NGC7424,_dbar,2,5,BAR,ferrer2,,,,,,,0.047,20.061,,,10.014,11.5,Sc,6.0,59.03,,6.0,1.0
NGC7479,_bdbar,3,5,BAR,ferrer2,,,,,,,0.238,19.539,,,10.955,33.85,SBbc,4.3,43.03,33.9,3.0,1.0
NGC7496,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.089,20.018,,,9.973,15.02,Sb,3.2,52.8,,3.0,0.88
NGC7513,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.113,19.77,,,10.212,19.85,SBb,3.2,55.68,19.9,1.0,1.0
NGC7661,_dbar,2,5,BAR,ferrer2,,,,,,,0.055,22.238,,,9.551,32.1,SBc,5.9,51.21,32.1,7.5,0.75
NGC7723,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.035,19.437,,,10.681,27.373,SBb,3.1,47.09,27.4,2.5,1.0
NGC7724,_dbarfn,3,5,BAR,ferrer2,,,,,,,0.026,21.352,,,10.114,37.625,SBb,3.1,49.2,37.6,1.0,0.62
NGC7731,_bdbar,3,5,BAR,ferrer2,,,,,,,0.274,19.755,,,9.959,36.8,SBa,1.0,45.52,36.8,1.5,0.38
NGC7741,_dbar,2,5,BAR,ferrer2,,,,,,,0.1,20.722,,,9.801,14.263,SBc,5.9,50.25,14.3,6.0,1.0
NGC7755,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.078,20.288,,,10.599,31.486,Sc,5.0,53.72,31.5,3.5,0.62
NGC7764,_dbarf,2,5,BAR,ferrer2,,,,,,,0.031,20.101,,,9.674,20.5,SBm,9.4,47.54,20.5,8.0,1.0
NGC7798,_bdbarf,3,5,BAR,ferrer2,,,,,,,0.026,19.157,,,10.422,32.6,SBc,5.1,24.3,32.6,2.5,0.5
PGC003853,_dbar,2,5,BAR,ferrer2,,,,,,,0.036,21.255,,,9.705,12.6,SABc,7.0,43.23,12.6,6.0,0.88
PGC006626,_dbarn,3,5,BAR,ferrer2,,,,,,,0.047,22.84,,,9.13,19.8,I,9.9,44.37,19.8,6.0,0.75
PGC006667,_dbar,2,5,BAR,ferrer2,,,,,,,0.042,21.202,,,9.742,24.6,Scd,6.6,38.05,,7.5,0.75
PGC012068,_dbar,2,5,BAR,ferrer2,,,,,,,0.09,22.302,,,9.286,27.6,IB,10.0,45.27,27.6,8.5,1.0
PGC012664,_dbar,2,5,BAR,ferrer2,,,,,,,0.043,20.978,,,9.693,34.7,Scd,6.7,56.18,34.7,7.0,0.62
PGC015869,_dbar,2,5,BAR,ferrer2,,,,,,,0.06,21.405,,,9.452,31.4,SABd,8.0,59.73,,7.0,1.0
PGC016784,_dbar,2,5,BAR,ferrer2,,,,,,,0.109,21.971,,,9.457,24.9,SBm,9.0,62.4,,8.0,1.0
PGC036217,_dbarn,3,5,BAR,ferrer2,,,,,,,0.046,21.331,,,9.781,27.3,Sc,5.9,42.22,,5.5,1.0
PGC037373,_dbar,2,5,BAR,ferrer2,,,,,,,0.094,21.049,,,9.402,27.5,Sc,5.8,62.12,27.5,6.5,0.5
